1,eeeeee,22.05.2023 09:11:35,4,5,False,20
2,wwq,22.05.2023 09:17:28,0,1,True,29
3,qwerty,22.05.2023 09:26:38,0,3,False,20
4,huan,03.12.2023 20:36:03,0,1,True,20
